300,500,-200,100,90.608,471.637
102.446,530.213,300,500,90.608,471.637
90.608,471.637,-200,100,48.43,461.086
90.608,471.637,48.43,461.086,68.443,470.913
63.797,506.854,59.52,498.2,56.82,505.51
59.52,498.2,52.431,503.257,56.82,505.51
59.52,498.2,63.797,506.854,63.42,494.588
60.05,513.02,57.63,514.264,59.433,520.51
-200,100,-200,900,20.012,532.479
102.446,530.213,82.59,520.16,68.805,546.257
62.475,524.321,65.206,529.911,75.89,520.11
65.206,529.911,82.59,520.16,75.89,520.11
82.59,520.16,74.193,511.134,75.89,520.11
51.512,539.272,55.801,534.156,51.863,530.349
-200,900,300,500,60.43,613.797
300,500,102.446,530.213,60.43,613.797
55.801,534.156,51.512,539.272,56.405,540.901
63.797,506.854,60.05,513.02,65.136,509.112
60.05,513.02,63.61,513.15,65.136,509.112
102.446,530.213,90.608,471.637,89.29,513.751
82.59,520.16,102.446,530.213,89.29,513.751
52.431,503.257,46.377,501.256,50.388,504.623
74.193,511.134,82.59,520.16,86.761,514.151
82.59,520.16,89.29,513.751,86.761,514.151
41.753,477.016,33.408,482.468,39.384,485.458
41.753,477.016,53.241,486.206,52.454,472.149
68.443,470.913,48.43,461.086,52.454,472.149
53.241,486.206,68.443,470.913,52.454,472.149
63.42,494.588,63.797,506.854,75.207,504.734
74.193,511.134,86.761,514.151,75.207,504.734
40.213,512.044,45.748,506.196,37.84,500.01
42.867,495.239,39.384,485.458,37.84,500.01
-200,100,20.012,532.479,27.49,499.58
40.213,512.044,37.84,500.01,27.49,499.58
39.384,485.458,33.408,482.468,27.49,499.58
37.84,500.01,39.384,485.458,27.49,499.58
59.52,498.2,63.42,494.588,51.439,492.73
63.42,494.588,53.241,486.206,51.439,492.73
52.431,503.257,59.52,498.2,51.439,492.73
68.443,470.913,53.241,486.206,69.28,489.71
53.241,486.206,63.42,494.588,69.28,489.71
65.206,529.911,62.475,524.321,54.41,529.78
55.801,534.156,65.206,529.911,54.41,529.78
51.863,530.349,55.801,534.156,54.41,529.78
62.475,524.321,59.433,520.51,54.41,529.78
48.982,522.709,51.863,530.349,54.41,529.78
45,518.46,40.213,512.044,38.866,517.605
40.213,512.044,27.49,499.58,38.866,517.605
51.512,539.272,47.689,547.416,53.047,545.125
56.405,540.901,51.512,539.272,53.047,545.125
47.689,547.416,54.398,553.319,53.047,545.125
90.608,471.637,68.443,470.913,74.315,475.483
89.29,513.751,90.608,471.637,87.079,475.439
90.608,471.637,74.315,475.483,87.079,475.439
59.433,520.51,57.63,514.264,52.57,519.28
57.63,514.264,53.144,513.479,52.57,519.28
48.982,522.709,54.41,529.78,52.57,519.28
54.41,529.78,59.433,520.51,52.57,519.28
41.753,477.016,52.454,472.149,46.189,469.037
52.454,472.149,48.43,461.086,46.189,469.037
48.43,461.086,45.617,462.281,46.189,469.037
33.408,482.468,41.753,477.016,39.641,472.664
41.753,477.016,46.189,469.037,39.641,472.664
-200,100,27.49,499.58,37.003,465.229
27.49,499.58,33.408,482.468,37.003,465.229
48.43,461.086,-200,100,37.003,465.229
45.617,462.281,48.43,461.086,37.003,465.229
33.408,482.468,39.641,472.664,37.003,465.229
46.189,469.037,45.617,462.281,37.003,465.229
39.641,472.664,46.189,469.037,37.003,465.229
74.315,475.483,77.302,482.581,79.84,479.952
87.079,475.439,74.315,475.483,79.84,479.952
102.446,530.213,68.805,546.257,57.22,583.537
68.805,546.257,54.615,576.031,57.22,583.537
60.43,613.797,102.446,530.213,57.22,583.537
53.718,589.284,60.43,613.797,57.22,583.537
54.615,576.031,53.718,589.284,57.22,583.537
20.012,532.479,-200,900,21.586,536.745
-200,900,60.43,613.797,21.586,536.745
54.615,576.031,47.689,547.416,21.586,536.745
60.43,613.797,53.718,589.284,21.586,536.745
53.718,589.284,54.615,576.031,21.586,536.745
79.84,479.952,77.302,482.581,80.522,491.439
89.29,513.751,87.079,475.439,80.522,491.439
87.079,475.439,79.84,479.952,80.522,491.439
60.05,513.02,63.797,506.854,57.421,510.265
63.797,506.854,56.82,505.51,57.421,510.265
57.63,514.264,60.05,513.02,57.421,510.265
53.144,513.479,57.63,514.264,57.421,510.265
46.377,501.256,52.431,503.257,47.565,495.687
52.431,503.257,51.439,492.73,47.565,495.687
42.867,495.239,46.377,501.256,47.565,495.687
53.241,486.206,41.753,477.016,44.629,486.699
41.753,477.016,39.384,485.458,44.629,486.699
51.439,492.73,53.241,486.206,44.629,486.699
39.384,485.458,42.867,495.239,44.629,486.699
42.867,495.239,47.565,495.687,44.629,486.699
47.565,495.687,51.439,492.73,44.629,486.699
52.431,503.257,50.388,504.623,51.367,506.542
50.388,504.623,51.093,507.186,51.367,506.542
68.443,470.913,69.28,489.71,73.264,485.942
74.315,475.483,68.443,470.913,73.264,485.942
77.302,482.581,74.315,475.483,73.264,485.942
69.28,489.71,80.522,491.439,73.264,485.942
80.522,491.439,77.302,482.581,73.264,485.942
60.05,513.02,59.433,520.51,64.546,518.013
63.61,513.15,60.05,513.02,64.546,518.013
59.433,520.51,62.475,524.321,64.546,518.013
45.748,506.196,51.093,507.186,46.498,505.148
51.093,507.186,50.388,504.623,46.498,505.148
46.377,501.256,45.748,506.196,46.498,505.148
50.388,504.623,46.377,501.256,46.498,505.148
68.805,546.257,65.297,543.996,63.081,547.851
65.297,543.996,56.405,540.901,63.081,547.851
56.405,540.901,53.047,545.125,63.081,547.851
53.047,545.125,54.398,553.319,63.081,547.851
82.59,520.16,65.206,529.911,65.175,539.537
68.805,546.257,82.59,520.16,65.175,539.537
65.206,529.911,55.801,534.156,65.175,539.537
55.801,534.156,56.405,540.901,65.175,539.537
65.297,543.996,68.805,546.257,65.175,539.537
56.405,540.901,65.297,543.996,65.175,539.537
51.093,507.186,53.144,513.479,54.168,507.06
53.144,513.479,57.421,510.265,54.168,507.06
56.82,505.51,52.431,503.257,54.168,507.06
52.431,503.257,51.367,506.542,54.168,507.06
