time;temperature at 2m;relative humidity;precipitation;wind_speed
2022-10-29-02-00;10.7;99;0;0.4
2022-10-29-02-10;10.7;99;0;0.4
2022-10-29-02-20;10.7;99;0;0.2
2022-10-29-02-30;10.8;98;0;0.6
2022-10-29-02-40;10.7;99;0;0.8
2022-10-29-02-50;10.8;99;0;0.5
2022-10-29-03-00;10.8;99;0;0.9
2022-10-29-03-10;10.7;99;0;0.9
2022-10-29-03-20;10.6;99;0;0.9
2022-10-29-03-30;10.5;99;0;0.6
2022-10-29-03-40;10.6;99;0;0.4
2022-10-29-03-50;10.5;99;0;0.4
2022-10-29-04-00;10.6;99;0;0.8
2022-10-29-04-10;10.5;99;0;0.6
2022-10-29-04-20;10.5;99;0;0.4
2022-10-29-04-30;10.5;99;0;0.6
2022-10-29-04-40;10.5;99;0;0.6
2022-10-29-04-50;10.4;99;0;0.7
2022-10-29-05-00;10.4;99;0;0.5
2022-10-29-05-10;10.3;99;0;0.7
2022-10-29-05-20;10.3;99;0;0.5
2022-10-29-05-30;10.3;99;0;0.3
2022-10-29-05-40;10.3;99;0;0.4
2022-10-29-05-50;10.3;99;0;0.3
2022-10-29-06-00;10.3;99;0;0.7
2022-10-29-06-10;10.2;99;0;0.4
2022-10-29-06-20;10.2;99;0;0.4
2022-10-29-06-30;10.3;99;0;0.3
2022-10-29-06-40;10.3;99;0;0.3
2022-10-29-06-50;10.3;99;0;0.4
2022-10-29-07-00;10.3;99;0;0.4
2022-10-29-07-10;10.3;99;0;0.7
2022-10-29-07-20;10.2;99;0;0.4
2022-10-29-07-30;10.2;99;0;0.4
2022-10-29-07-40;10.2;99;0;0.7
2022-10-29-07-50;10.2;99;0;0.6
2022-10-29-08-00;10.1;99;0;0.9
2022-10-29-08-10;10.1;99;0;0.8
2022-10-29-08-20;10.1;99;0;0.9
2022-10-29-08-30;10.1;99;0;0.8
2022-10-29-08-40;10.1;99;0;0.8
2022-10-29-08-50;10.1;99;0;0.8
2022-10-29-09-00;10.2;99;0;0.6
2022-10-29-09-10;10.3;99;0;0.6
2022-10-29-09-20;10.4;99;0;0.9
2022-10-29-09-30;10.5;98;0;1.2
2022-10-29-09-40;10.4;98;0;0.7
2022-10-29-09-50;10.3;98;0;0.8
2022-10-29-10-00;10.6;98;0;0.5
2022-10-29-10-10;10.7;98;0;0.7
2022-10-29-10-20;11;98;0;0.5
2022-10-29-10-30;11.1;98;0;0.4
2022-10-29-10-40;11.2;97;0;0.9
2022-10-29-10-50;11.4;97;0;1
2022-10-29-11-00;11.6;97;0;0.7
2022-10-29-11-10;11.7;96;0;0.8
2022-10-29-11-20;11.9;95;0;1
2022-10-29-11-30;12.3;94;0;0.9
2022-10-29-11-40;12.6;92;0;0.8
2022-10-29-11-50;13.4;89;0;0.8
2022-10-29-12-00;14.2;84;0;0.6
2022-10-29-12-10;14.4;82;0;0.8
2022-10-29-12-20;15.1;80;0;0.9
2022-10-29-12-30;15.4;77;0;0.6
2022-10-29-12-40;15.8;76;0;1
2022-10-29-12-50;16.7;72;0;0.7
2022-10-29-13-00;16.9;71;0;0.5
2022-10-29-13-10;17.2;68;0;0.7
2022-10-29-13-20;17.9;67;0;1.1
2022-10-29-13-30;17.9;67;0;1
2022-10-29-13-40;17.9;66;0;0.9
2022-10-29-13-50;18.1;65;0;0.7
2022-10-29-14-00;18.3;64;0;0.9
2022-10-29-14-10;18.8;62;0;1
2022-10-29-14-20;19.1;62;0;0.5
2022-10-29-14-30;19.3;61;0;0.7
2022-10-29-14-40;20.2;57;0;0.6
2022-10-29-14-50;20.3;56;0;0.6
2022-10-29-15-00;20.7;56;0;0.5
2022-10-29-15-10;20.6;55;0;0.7
2022-10-29-15-20;20.2;55;0;0.6
2022-10-29-15-30;20.2;55;0;0.8
2022-10-29-15-40;19.9;57;0;0.8
2022-10-29-15-50;19.5;58;0;0.6
2022-10-29-16-00;19.2;60;0;0.6
2022-10-29-16-10;18.8;62;0;0.6
2022-10-29-16-20;18.2;66;0;0.7
2022-10-29-16-30;17.8;67;0;0.3
2022-10-29-16-40;17.2;71;0;0.5
2022-10-29-16-50;16.8;73;0;0.6
2022-10-29-17-00;16.2;75;0;0.7
2022-10-29-17-10;15.7;77;0;0.5
2022-10-29-17-20;15.2;80;0;0.3
2022-10-29-17-30;14.9;82;0;0.8
2022-10-29-17-40;14.6;83;0;1.1
2022-10-29-17-50;14.3;85;0;0.9
2022-10-29-18-00;14;86;0;0.7
2022-10-29-18-10;13.8;88;0;0.3
2022-10-29-18-20;13.7;88;0;0.4
2022-10-29-18-30;13.7;89;0;0.8
2022-10-29-18-40;13.5;90;0;0.6
2022-10-29-18-50;13.2;91;0;0.3
2022-10-29-19-00;13;91;0;0.9
2022-10-29-19-10;12.9;93;0;0.4
2022-10-29-19-20;12.8;93;0;0.7
2022-10-29-19-30;12.6;94;0;0.6
2022-10-29-19-40;12.6;94;0;0.6
2022-10-29-19-50;12.5;94;0;0.8
2022-10-29-20-00;12.3;95;0;0.4
2022-10-29-20-10;12.3;95;0;0.2
2022-10-29-20-20;12.1;95;0;0.2
2022-10-29-20-30;12;95;0;0.4
2022-10-29-20-40;11.9;96;0;0.3
2022-10-29-20-50;11.8;96;0;0.4
2022-10-29-21-00;11.8;96;0;0.4
2022-10-29-21-10;11.7;96;0;0.4
2022-10-29-21-20;11.5;96;0;0.7
2022-10-29-21-30;11.5;96;0;0.3
2022-10-29-21-40;11.4;97;0;0.3
2022-10-29-21-50;11.4;96;0;0.3
2022-10-29-22-00;11.3;97;0;0.5
2022-10-29-22-10;11.2;97;0;0.3
2022-10-29-22-20;11.2;97;0;0.3
2022-10-29-22-30;11.1;97;0;0.3
2022-10-29-22-40;11;97;0;0.3
2022-10-29-22-50;10.8;97;0;0.4
2022-10-29-23-00;10.6;96;0;0.2
2022-10-29-23-10;10.6;97;0;0.3
2022-10-29-23-20;10.6;97;0;0.7
2022-10-29-23-30;10.6;97;0;1
2022-10-29-23-40;10.5;97;0;0.6
2022-10-29-23-50;10.5;97;0;0.3
2022-10-30-00-00;10.4;97;0;0.2
2022-10-30-00-10;10.3;97;0;0.4
2022-10-30-00-20;10.2;97;0;0.3
2022-10-30-00-30;10.2;97;0;0.6
2022-10-30-00-40;10.2;97;0;0.4
2022-10-30-00-50;10.2;97;0;0.5
2022-10-30-01-00;10.2;97;0;0.5
2022-10-30-01-10;10.3;97;0;0.4
2022-10-30-01-20;10.4;98;0;0.6
2022-10-30-01-30;10.5;99;0;0.4
2022-10-30-01-40;10.6;98;0;0.4
2022-10-30-01-50;10.7;98;0;0.5
2022-10-30-02-00;10.7;99;0;0.6
2022-10-30-02-10;10.6;98;0;0.4
2022-10-30-02-20;10.6;99;0;0.6
2022-10-30-02-30;10.6;99;0;0.4
2022-10-30-02-40;10.6;99;0;0.5
2022-10-30-02-50;10.5;99;0;0.5
2022-10-30-03-00;10.5;99;0;0.6
2022-10-30-03-10;10.5;99;0;0.6
2022-10-30-03-20;10.4;99;0;0.4
2022-10-30-03-30;10.4;99;0;0.4
2022-10-30-03-40;10.3;99;0;0.5
2022-10-30-03-50;10.2;99;0;0.5
2022-10-30-04-00;10.3;99;0;0.6
2022-10-30-04-10;10.2;99;0;0.7
2022-10-30-04-20;10.1;99;0;0.9
2022-10-30-04-30;10.1;99;0;0.7
2022-10-30-04-40;10.1;99;0;0.4
2022-10-30-04-50;10.1;99;0;0.4
2022-10-30-05-00;10.1;99;0;0.4
2022-10-30-05-10;10.1;99;0;0.7
2022-10-30-05-20;10.1;99;0;0.7
2022-10-30-05-30;10.1;99;0;0.6
2022-10-30-05-40;10.1;99;0;0.6
2022-10-30-05-50;10.1;99;0;0.4
2022-10-30-06-00;10;99;0;0.4
2022-10-30-06-10;10;99;0;0.3
2022-10-30-06-20;10;99;0;0.4
2022-10-30-06-30;10.1;99;0;0.5
2022-10-30-06-40;10;99;0;0.5
2022-10-30-06-50;10;99;0;0.7
2022-10-30-07-00;10.1;99;0;0.8
2022-10-30-07-10;9.9;99;0;0.6
2022-10-30-07-20;9.9;99;0;0.7
2022-10-30-07-30;9.9;99;0;0.7
2022-10-30-07-40;10;99;0;0.8
2022-10-30-07-50;10;99;0;0.9
2022-10-30-08-00;10;99;0;0.5
2022-10-30-08-10;9.9;99;0;0.4
2022-10-30-08-20;10;99;0;0.4
2022-10-30-08-30;10.1;99;0;0.7
2022-10-30-08-40;10;99;0;0.8
2022-10-30-08-50;10.1;99;0;0.6
2022-10-30-09-00;10.2;99;0;0.6
2022-10-30-09-10;10.3;99;0;0.5
2022-10-30-09-20;10.4;99;0;0.8
2022-10-30-09-30;10.5;99;0;1
2022-10-30-09-40;10.4;99;0;0.8
2022-10-30-09-50;10.5;99;0;0.9
2022-10-30-10-00;10.6;99;0;0.8
2022-10-30-10-10;10.7;99;0;0.6
2022-10-30-10-20;11;99;0;0.5
2022-10-30-10-30;11.3;99;0;0.6
2022-10-30-10-40;11.8;98;0;0.9
2022-10-30-10-50;12.5;95;0;0.8
2022-10-30-11-00;13.4;89;0;0.6
2022-10-30-11-10;13.5;88;0;1
2022-10-30-11-20;14.1;86;0;1
2022-10-30-11-30;15.1;82;0;0.7
2022-10-30-11-40;15.8;78;0;0.8
2022-10-30-11-50;16.1;75;0;0.6
2022-10-30-12-00;17.1;72;0;0.5
2022-10-30-12-10;17.8;69;0;0.6
2022-10-30-12-20;17.6;70;0;0.8
2022-10-30-12-30;18.1;68;0;0.6
2022-10-30-12-40;19.1;62;0;0.6
2022-10-30-12-50;19.3;60;0;0.6
2022-10-30-13-00;19.5;58;0;0.6
2022-10-30-13-10;20.4;57;0;0.6
2022-10-30-13-20;20.8;55;0;1
2022-10-30-13-30;20.9;54;0;0.7
2022-10-30-13-40;21.3;53;0;0.5
2022-10-30-13-50;21.3;52;0;0.6
2022-10-30-14-00;21.5;49;0;0.7
2022-10-30-14-10;21.7;50;0;0.5
2022-10-30-14-20;21.8;50;0;0.6
2022-10-30-14-30;22.3;49;0;0.5
2022-10-30-14-40;22.7;47;0;0.4
2022-10-30-14-50;22.9;47;0;0.6
2022-10-30-15-00;23.2;48;0;0.6
2022-10-30-15-10;23.4;47;0;0.3
2022-10-30-15-20;23.6;51;0;0.3
2022-10-30-15-30;23.5;51;0;0.3
2022-10-30-15-40;23.4;50;0;0.3
2022-10-30-15-50;22.6;50;0;0.5
2022-10-30-16-00;21.9;54;0;0.5
2022-10-30-16-10;21.2;57;0;0.4
2022-10-30-16-20;20.4;60;0;0.4
2022-10-30-16-30;19.7;62;0;0.9
2022-10-30-16-40;18.9;67;0;0.7
2022-10-30-16-50;18.4;70;0;0.4
2022-10-30-17-00;17.7;73;0;0.4
2022-10-30-17-10;17.2;75;0;0.8
2022-10-30-17-20;16.5;79;0;0.7
2022-10-30-17-30;16.1;80;0;0.5
2022-10-30-17-40;15.6;83;0;0.3
2022-10-30-17-50;15.2;85;0;0.2
2022-10-30-18-00;15;87;0;0.8
2022-10-30-18-10;14.7;88;0;0.6
2022-10-30-18-20;14.5;89;0;1
2022-10-30-18-30;14.3;90;0;1.2
2022-10-30-18-40;14.2;91;0;0.8
2022-10-30-18-50;14;91;0;0.8
2022-10-30-19-00;13.8;92;0;0.6
2022-10-30-19-10;13.6;92;0;0.6
2022-10-30-19-20;13.3;93;0;0.4
2022-10-30-19-30;13.2;93;0;0.4
2022-10-30-19-40;13;94;0;0.2
2022-10-30-19-50;12.9;95;0;0.7
2022-10-30-20-00;12.7;95;0;0.8
2022-10-30-20-10;12.5;95;0;0.7
2022-10-30-20-20;12.4;95;0;0.7
2022-10-30-20-30;12.3;95;0;0.4
2022-10-30-20-40;12.2;96;0;0.6
2022-10-30-20-50;12.1;96;0;0.5
2022-10-30-21-00;11.9;96;0;0.5
2022-10-30-21-10;11.8;96;0;0.7
2022-10-30-21-20;11.8;96;0;0.6
2022-10-30-21-30;11.7;96;0;0.4
2022-10-30-21-40;11.5;96;0;0.5
2022-10-30-21-50;11.5;96;0;0.6
2022-10-30-22-00;11.5;96;0;0.4
2022-10-30-22-10;11.4;97;0;0.4
2022-10-30-22-20;11.3;97;0;0.2
2022-10-30-22-30;11.2;97;0;0.3
2022-10-30-22-40;11.2;97;0;0.5
2022-10-30-22-50;11.1;97;0;0.4
2022-10-30-23-00;10.9;97;0;0.4
2022-10-30-23-10;10.9;96;0;0.8
2022-10-30-23-20;10.9;97;0;0.9
2022-10-30-23-30;10.7;97;0;0.8
2022-10-30-23-40;10.6;97;0;0.8
2022-10-30-23-50;10.6;97;0;0.6
2022-10-31-00-00;10.6;97;0;0.9
2022-10-31-00-10;10.8;97;0;0.6
2022-10-31-00-20;10.6;98;0;0.3
2022-10-31-00-30;10.5;98;0;0.2
2022-10-31-00-40;10.4;97;0;0.3
2022-10-31-00-50;10.5;97;0;0.4
2022-10-31-01-00;10.6;98;0;0.3
2022-10-31-01-10;10.4;98;0;0.2
2022-10-31-01-20;10.2;98;0;0.8
2022-10-31-01-30;10.2;97;0;0.5
2022-10-31-01-40;10.3;98;0;0.3
2022-10-31-01-50;10.1;97;0;0.2
2022-10-31-02-00;10.1;98;0;0.6
2022-10-31-02-10;9.9;98;0;0.3
2022-10-31-02-20;9.8;98;0;0.4
2022-10-31-02-30;9.7;98;0;0.4
2022-10-31-02-40;9.8;97;0;0.7
2022-10-31-02-50;10;98;0;0.4
2022-10-31-03-00;10;99;0;0.3
2022-10-31-03-10;9.9;98;0;0.3
2022-10-31-03-20;10;98;0;0.5
2022-10-31-03-30;9.9;98;0;0.8
2022-10-31-03-40;9.9;99;0;0.7
2022-10-31-03-50;9.9;99;0;0.4
2022-10-31-04-00;9.8;99;0;0.4
2022-10-31-04-10;9.7;99;0;0.6
2022-10-31-04-20;9.6;99;0;0.5
2022-10-31-04-30;9.5;99;0;0.5
2022-10-31-04-40;9.5;99;0;0.6
2022-10-31-04-50;9.5;99;0;0.7
2022-10-31-05-00;9.5;99;0;0.5
2022-10-31-05-10;9.4;99;0;0.6
2022-10-31-05-20;9.4;99;0;0.5
2022-10-31-05-30;9.3;98;0;0.6
2022-10-31-05-40;9.2;99;0;0.6
2022-10-31-05-50;9.1;99;0;0.5
2022-10-31-06-00;9.1;99;0;0.3
2022-10-31-06-10;9;99;0;0.5
2022-10-31-06-20;9;99;0;0.7
2022-10-31-06-30;8.9;99;0;0.8
2022-10-31-06-40;8.9;99;0;0.5
2022-10-31-06-50;8.9;99;0;0.4
2022-10-31-07-00;8.9;99;0;0.4
2022-10-31-07-10;8.9;99;0;0.4
2022-10-31-07-20;8.9;99;0;0.3
2022-10-31-07-30;8.9;99;0;0.4
2022-10-31-07-40;9;99;0;0.4
2022-10-31-07-50;9.1;99;0;0.4
2022-10-31-08-00;9.2;99;0;0.4
2022-10-31-08-10;9.3;99;0;0.5
2022-10-31-08-20;9.4;99;0;0.4
2022-10-31-08-30;9.5;99;0;0.3
2022-10-31-08-40;9.7;99;0;0.6
2022-10-31-08-50;9.9;99;0;0.8
2022-10-31-09-00;9.9;99;0;0.8
2022-10-31-09-10;10;99;0;0.6
2022-10-31-09-20;10;99;0;0.5
2022-10-31-09-30;10.2;99;0;0.4
2022-10-31-09-40;10.5;99;0;0.6
2022-10-31-09-50;10.6;99;0;0.4
2022-10-31-10-00;11.1;99;0;0.4
2022-10-31-10-10;11.8;98;0;0.6
2022-10-31-10-20;12.2;95;0;0.9
2022-10-31-10-30;12.8;91;0;0.8
2022-10-31-10-40;13.7;86;0;0.9
2022-10-31-10-50;14.6;77;0;0.7
2022-10-31-11-00;15.4;72;0;0.8
2022-10-31-11-10;16.3;66;0;0.6
2022-10-31-11-20;17.1;66;0;0.7
2022-10-31-11-30;17.1;66;0;0.7
2022-10-31-11-40;17.1;66;0;0.6
2022-10-31-11-50;17.4;66;0;0.7
2022-10-31-12-00;18.1;63;0;0.8
2022-10-31-12-10;18.1;63;0;0.8
2022-10-31-12-20;18.6;62;0;0.8
2022-10-31-12-30;19.3;59;0;0.7
2022-10-31-12-40;19.3;60;0;1.1
2022-10-31-12-50;19.8;58;0;0.9
2022-10-31-13-00;20;57;0;1.1
2022-10-31-13-10;20.1;58;0;1
2022-10-31-13-20;20.4;56;0;0.9
2022-10-31-13-30;20.6;54;0;0.8
2022-10-31-13-40;21.1;52;0;0.8
2022-10-31-13-50;21.1;51;0;0.6
2022-10-31-14-00;21.5;51;0;0.8
2022-10-31-14-10;22;49;0;0.7
2022-10-31-14-20;21.7;50;0;0.8
2022-10-31-14-30;21.9;50;0;0.8
2022-10-31-14-40;22;50;0;0.6
2022-10-31-14-50;22.1;50;0;0.8
2022-10-31-15-00;22.4;50;0;0.5
2022-10-31-15-10;22.9;49;0;0.5
2022-10-31-15-20;23;51;0;0.5
2022-10-31-15-30;22.8;50;0;0.5
2022-10-31-15-40;22.3;52;0;0.6
2022-10-31-15-50;21.8;54;0;0.8
2022-10-31-16-00;21.2;56;0;0.5
2022-10-31-16-10;20.6;58;0;0.7
2022-10-31-16-20;19.8;63;0;0.5
2022-10-31-16-30;19.1;65;0;0.4
2022-10-31-16-40;18.3;69;0;0.3
2022-10-31-16-50;17.7;72;0;0.7
2022-10-31-17-00;17.1;74;0;0.7
2022-10-31-17-10;16.5;77;0;0.8
2022-10-31-17-20;16;79;0;0.8
2022-10-31-17-30;15.6;81;0;0.6
2022-10-31-17-40;15.1;84;0;1
2022-10-31-17-50;14.8;85;0;0.9
2022-10-31-18-00;14.5;86;0;0.4
2022-10-31-18-10;14.1;88;0;0.4
2022-10-31-18-20;14;89;0;0.8
2022-10-31-18-30;13.8;90;0;0.7
2022-10-31-18-40;13.6;91;0;0.7
2022-10-31-18-50;13.4;92;0;1.1
2022-10-31-19-00;13.2;92;0;0.9
2022-10-31-19-10;13;92;0;0.7
2022-10-31-19-20;12.9;93;0;1
2022-10-31-19-30;12.8;93;0;0.8
2022-10-31-19-40;12.6;94;0;0.4
2022-10-31-19-50;12.5;94;0;0.7
2022-10-31-20-00;12.4;94;0;0.6
2022-10-31-20-10;12.2;94;0;0.4
2022-10-31-20-20;12.1;95;0;0.5
2022-10-31-20-30;12;95;0;0.6
2022-10-31-20-40;11.9;95;0;1
2022-10-31-20-50;11.8;95;0;1.1
2022-10-31-21-00;11.8;95;0;1.1
2022-10-31-21-10;11.7;95;0;0.8
2022-10-31-21-20;11.5;95;0;0.5
2022-10-31-21-30;11.3;95;0;0.5
2022-10-31-21-40;11.4;95;0;0.5
2022-10-31-21-50;11.4;95;0;0.8
2022-10-31-22-00;11.2;95;0;0.4
2022-10-31-22-10;11;96;0;0.4
2022-10-31-22-20;10.9;96;0;0.7
2022-10-31-22-30;10.8;96;0;0.7
2022-10-31-22-40;10.8;96;0;0.5
2022-10-31-22-50;10.7;96;0;0.6
2022-10-31-23-00;10.4;96;0;0.3
2022-10-31-23-10;10.3;96;0;0.4
2022-10-31-23-20;10.2;96;0;0.5
2022-10-31-23-30;10.1;96;0;0.5
2022-10-31-23-40;10;96;0;0.7
2022-10-31-23-50;10;96;0;0.6
